1st_day,click_activity_evolution,click_stuVLE_evolution,date,id_student,last_day,max_nb_ressources,mean_assignments,mean_click_active_day,mean_click_active_day_10,mean_click_day,mean_click_day_10,mean_nb_ressources,min_nb_ressources,nb_active_days,nb_total_click,nb_total_click_last10D,perc_active_days,perc_assignements_late,perc_not_returned_ass,perc_ressources_last10D,perc_ressources_total,ressources_activity_evolution,ressources_stuVLE_evolution,std_assignments,std_nb_ressources,validation,final_result,_id,code_presentation_2013B,code_presentation_2013J,code_presentation_2014B,code_presentation_2014J,code_module_AAA,code_module_BBB,code_module_CCC,code_module_DDD,code_module_EEE,code_module_FFF,code_module_GGG,highest_education_x,imd_band_x,age_band_x,num_of_prev_attempts_x,studied_credits_x,disability_x,date_registration_x,gender_M_x,region_East Anglian Region_x,region_East Midlands Region_x,region_Ireland_x,region_London Region_x,region_North Region_x,region_North Western Region_x,region_Scotland_x,region_South East Region_x,region_South Region_x,region_South West Region_x,region_Wales_x,region_West Midlands Region_x,region_Yorkshire Region_x,highest_education_y,imd_band_y,age_band_y,num_of_prev_attempts_y,studied_credits_y,disability_y,date_registration_y,gender_M_y,region_East Anglian Region_y,region_East Midlands Region_y,region_Ireland_y,region_London Region_y,region_North Region_y,region_North Western Region_y,region_Scotland_y,region_South East Region_y,region_South Region_y,region_South West Region_y,region_Wales_y,region_West Midlands Region_y,region_Yorkshire Region_y
-9.0,0.0,0.0,59.923664122137396,679457,125.0,11,4.615384615384615,12.2,0.0,1.9426751592356688,0.0,4.6,1,166,305,0,1.0573248407643312,0.25,0.5,0.0,27.167630057803464,0.0,0.0,47.16990566028302,3.214550253664319,0,Fail,7880,0,0,0,1,0,1,0,0,0,0,0,1,85,45,0,60,0,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,85,45,0,60,0,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,679528,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Withdrawn,7882,0,0,0,1,0,1,0,0,0,0,0,2,5,20,0,60,0,-94.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,20,0,60,0,-94.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,679568,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Withdrawn,7884,0,0,0,1,0,1,0,0,0,0,0,1,15,20,0,240,0,-94.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,20,0,240,0,-94.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,679675,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Withdrawn,7885,0,0,0,1,0,1,0,0,0,0,0,1,5,45,0,60,0,-73.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,45,0,60,0,-73.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-9.0,11.0,0.0,59.923664122137396,679716,150.0,12,56.30769230769231,21.181818181818183,21.1,2.968152866242038,1.1,5.227272727272728,1,166,466,11,1.0573248407643312,0.0,0.0,2.8901734104046244,30.05780346820809,5.0,0.0,22.715633383201087,3.6244121780453775,1,Pass,7886,0,0,0,1,0,1,0,0,0,0,0,1,5,20,0,60,0,-86.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,20,0,60,0,-86.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-7.0,0.0,0.0,4.198473282442748,679726,-7.0,6,50.0,25.0,0.0,2.272727272727273,0.0,6.0,6,18,25,0,1.6363636363636365,0.0,0.0,0.0,2.912621359223301,0.0,0.0,0.0,0.0,1,Withdrawn,7888,0,0,0,1,0,1,0,0,0,0,0,1,95,20,0,60,0,-71.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,95,20,0,60,0,-71.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,4.198473282442748,679747,0.0,0,50.0,0.0,0.0,0.0,0.0,0.0,0,11,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,7889,0,0,0,1,0,1,0,0,0,0,0,1,65,20,0,60,0,-85.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,65,20,0,60,0,-85.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,23.0,0.0,59.923664122137396,679828,157.0,10,86.30769230769229,8.92,7.7,1.4203821656050954,2.3,3.08,1,157,223,23,1.0,0.25,0.0,2.8901734104046244,14.450867052023122,5.0,0.0,10.424330514074594,2.431049156228644,1,Distinction,7891,0,0,0,1,0,1,0,0,0,0,0,2,5,45,0,120,0,-45.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,45,0,120,0,-45.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,0.0,0.0,679919,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Withdrawn,7893,0,0,0,1,0,1,0,0,0,0,0,2,5,20,0,60,0,-84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,20,0,60,0,-84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,4.198473282442748,680110,0.0,0,50.0,0.0,0.0,0.0,0.0,0.0,0,11,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,7898,0,0,0,1,0,1,0,0,0,0,0,1,25,20,0,120,0,-91.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25,20,0,120,0,-91.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-9.0,124.33333333333331,0.0,59.923664122137396,680162,151.0,19,52.46153846153846,51.4375,57.6,5.24203821656051,37.3,5.0,1,166,823,373,1.0573248407643312,0.0,0.0,2.8901734104046244,26.011560693641616,5.0,0.0,25.03331114069145,4.844240566555986,1,Pass,7900,0,0,0,1,0,1,0,0,0,0,0,2,85,20,0,60,0,-31.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,85,20,0,60,0,-31.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-9.0,0.2564102564102564,0.0,59.923664122137396,680174,157.0,13,53.615384615384606,17.651162790697676,12.1,4.834394904458598,2.0,4.418604651162791,1,166,759,20,1.0573248407643312,0.25,0.0,1.1560693641618496,45.086705202312146,2.0,0.0,26.08958923913266,3.5672622431504,1,Fail,7901,0,0,0,1,0,1,0,0,0,0,0,2,35,20,0,60,0,-21.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,35,20,0,60,0,-21.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-1.0,0.17391304347826084,0.0,59.923664122137396,680530,151.0,10,56.69230769230769,12.705882352941178,14.8,1.375796178343949,0.4,3.7647058823529416,1,158,216,4,1.0063694267515924,0.25,0.0,1.1560693641618496,21.387283236994215,0.4,0.0,21.266170318136734,3.172723825136413,1,Pass,7907,0,0,0,1,0,1,0,0,0,0,0,1,65,20,0,120,0,-31.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,65,20,0,120,0,-31.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,94.0,0.0,59.923664122137396,680541,148.0,19,85.15384615384616,19.9375,22.7,2.031847133757962,9.4,5.5625,1,157,319,94,1.0,0.25,0.0,6.3583815028901745,31.213872832369947,11.0,0.0,7.588368291888139,4.603893279967872,1,Pass,7908,0,0,0,1,0,1,0,0,0,0,0,2,95,45,0,60,0,-51.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,95,45,0,60,0,-51.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-8.0,0.8,0.0,54.961832061068705,680591,135.0,13,83.0,11.511627906976745,4.8,3.4375,0.8,3.6279069767441854,1,152,495,8,1.0555555555555556,0.0,0.0,1.7341040462427744,33.52601156069364,3.0,0.0,9.643650760992957,2.54505361356152,1,Withdrawn,7912,0,0,0,1,0,1,0,0,0,0,0,2,55,20,0,60,0,-78.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,55,20,0,60,0,-78.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
-9.0,0.14285714285714285,0.0,59.923664122137396,680723,149.0,15,82.84615384615384,23.605633802816897,24.3,10.675159235668787,0.6,3.971830985915493,1,166,1676,6,1.0573248407643312,0.0,0.0,1.1560693641618496,46.24277456647399,0.2857142857142857,0.0,42.245315322135625,2.7096221717950466,1,Distinction,7913,0,0,0,1,0,1,0,0,0,0,0,2,5,20,0,60,0,-88.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,20,0,60,0,-88.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-9.0,4.414285714285715,0.0,59.923664122137396,680798,157.0,22,61.92307692307693,31.142857142857146,30.9,11.108280254777071,30.9,6.410714285714287,1,166,1744,309,1.0573248407643312,0.0,0.0,12.13872832369942,67.63005780346822,1.75,0.0,22.86737122335374,5.026391388422752,1,Pass,7916,0,0,0,1,0,1,0,0,0,0,0,2,85,45,0,60,0,-50.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,85,45,0,60,0,-50.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,4.198473282442748,680816,0.0,0,50.0,0.0,0.0,0.0,0.0,0.0,0,11,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,7917,0,0,0,1,0,1,0,0,0,0,0,1,5,20,0,60,0,-84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,20,0,60,0,-84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.0,0.0,0.0,59.923664122137396,680862,124.0,8,58.46153846153846,5.777777777777778,0.0,0.3312101910828025,0.0,2.6666666666666665,1,157,52,0,1.0,0.0,0.0,0.0,9.248554913294797,0.0,0.0,20.91849261618373,2.23606797749979,1,Pass,7918,0,0,0,1,0,1,0,0,0,0,0,1,15,20,0,60,1,-58.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15,20,0,60,1,-58.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,4.198473282442748,680959,0.0,0,50.0,0.0,0.0,0.0,0.0,0.0,0,11,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,7922,0,0,0,1,0,1,0,0,0,0,0,1,75,20,0,60,0,-86.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,75,20,0,60,0,-86.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-6.0,0.7741935483870968,0.0,59.923664122137396,680970,157.0,11,86.0,23.125,38.1,4.713375796178344,9.6,4.75,1,163,740,96,1.0382165605095541,0.0,0.0,9.248554913294797,39.884393063583815,2.6666666666666665,0.0,9.092121131323903,3.1108550841912765,1,Distinction,7923,0,0,0,1,0,1,0,0,0,0,0,3,85,45,0,120,0,-29.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,85,45,0,120,0,-29.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0,0.0,0.0,4.198473282442748,680991,0.0,0,50.0,0.0,0.0,0.0,0.0,0.0,0,11,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,7924,0,0,0,1,0,1,0,0,0,0,0,3,25,45,0,60,0,-45.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,25,45,0,60,0,-45.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,681089,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Withdrawn,7926,0,0,0,1,0,1,0,0,0,0,0,1,25,45,0,120,0,-86.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25,45,0,120,0,-86.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-2.0,1.2820512820512822,0.0,59.923664122137396,681289,152.0,13,87.53846153846153,20.41025641025641,26.8,5.070063694267517,10.0,4.35897435897436,1,159,796,100,1.0127388535031847,0.0,0.0,4.624277456647398,36.99421965317919,2.6666666666666665,0.0,42.90590479953391,3.1496631355982005,1,Fail,7930,0,0,0,1,0,1,0,0,0,0,0,2,15,20,0,60,0,-63.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,15,20,0,60,0,-63.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-9.0,0.7571428571428571,0.0,59.923664122137396,681566,154.0,15,73.07692307692308,14.147058823529413,15.0,6.127388535031848,5.3,3.5294117647058822,1,166,962,53,1.0573248407643312,0.5,0.0,5.202312138728324,42.774566473988436,4.5,0.0,15.966109941581474,2.6680564128123443,1,Pass,7932,0,0,0,1,0,1,0,0,0,0,0,1,15,20,0,60,0,-85.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15,20,0,60,0,-85.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-6.0,0.0,0.0,59.923664122137396,681710,41.0,13,0.0,7.0,0.0,0.4904458598726114,0.0,3.0909090909090917,1,163,77,0,1.0382165605095541,0.0,0.75,0.0,9.826589595375722,0.0,0.0,50.0,3.505839284808858,0,Fail,7934,0,0,0,1,0,1,0,0,0,0,0,3,25,20,0,120,1,-31.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,25,20,0,120,1,-31.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-2.0,0.0,0.0,59.923664122137396,681752,123.0,14,0.0,8.818181818181818,0.0,0.6178343949044586,0.0,2.9090909090909087,1,159,97,0,1.0127388535031847,0.0,0.75,0.0,10.982658959537575,0.0,0.0,50.0,3.858874070361599,0,Fail,7936,0,0,0,1,0,1,0,0,0,0,0,3,55,45,0,120,0,-60.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,55,45,0,120,0,-60.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11.0,0.27835051546391754,0.0,59.923664122137396,681798,152.0,14,50.0,28.294117647058826,22.7,3.063694267515924,2.7,4.294117647058823,1,157,481,27,1.0,0.0,0.0,1.1560693641618496,28.323699421965323,0.3333333333333333,0.0,25.980762113533157,3.513628926806887,1,Pass,7937,0,0,0,1,0,1,0,0,0,0,0,1,25,45,0,60,0,-49.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,25,45,0,60,0,-49.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-8.0,7.92,0.0,59.923664122137396,682107,155.0,18,55.38461538461538,45.235294117647065,46.9,4.898089171974521,19.8,4.705882352941177,1,165,769,198,1.0509554140127388,0.75,0.0,4.624277456647398,31.213872832369947,4.0,0.0,29.33712096758417,4.468846409902013,1,Pass,7945,0,0,0,1,0,1,0,0,0,0,0,2,35,20,0,60,0,-80.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,35,20,0,60,0,-80.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17.0,2.878787878787879,0.0,59.923664122137396,682223,152.0,11,84.53846153846153,23.33333333333333,30.0,2.229299363057325,9.5,5.266666666666667,1,157,350,95,1.0,0.25,0.0,5.202312138728324,21.387283236994215,2.25,0.0,10.275375094532237,2.789435853528878,1,Distinction,7947,0,0,0,1,0,1,0,0,0,0,0,3,55,20,0,60,0,-37.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,55,20,0,60,0,-37.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,0.0,0.0,4.198473282442748,682289,0.0,0,50.0,0.0,0.0,0.0,0.0,0.0,0,11,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,7948,0,0,0,1,0,1,0,0,0,0,0,2,35,45,0,120,1,-22.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,35,45,0,120,1,-22.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-9.0,0.4354838709677419,0.0,59.923664122137396,682316,151.0,15,72.0,22.379310344827584,20.3,4.13375796178344,2.7,4.655172413793104,1,166,649,27,1.0573248407643312,0.0,0.0,2.312138728323699,36.416184971098254,0.4444444444444444,0.0,16.09088769044973,3.763317894671492,1,Pass,7949,0,0,0,1,0,1,0,0,0,0,0,1,55,45,0,60,0,-78.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,55,45,0,60,0,-78.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0,0.0,0.0,3.0534351145038165,682366,0.0,0,50.0,0.0,0.0,0.0,0.0,0.0,0,8,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,7952,0,0,0,1,0,1,0,0,0,0,0,1,45,45,0,120,0,-32.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,45,45,0,120,0,-32.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
45.0,17.0,0.0,59.923664122137396,682480,149.0,4,48.46153846153846,4.2,4.2,0.1337579617834395,1.7,2.2,1,157,21,17,1.0,0.0,0.0,2.8901734104046244,2.8901734104046244,5.0,0.0,29.257477676655586,1.6431676725154984,0,Pass,7955,0,0,0,1,0,1,0,0,0,0,0,1,85,20,0,60,0,-49.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,85,20,0,60,0,-49.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-6.0,0.15789473684210525,0.0,4.198473282442748,683054,4.0,15,50.0,14.333333333333336,14.333333333333336,3.9090909090909087,0.6,7.666666666666668,3,17,43,6,1.5454545454545454,0.0,0.0,1.4563106796116505,8.737864077669903,0.1875,0.0,0.0,6.429100507328638,1,Withdrawn,7964,0,0,0,1,0,1,0,0,0,0,0,0,15,20,0,240,0,-17.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,20,0,240,0,-17.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,683172,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Withdrawn,7969,0,0,0,1,0,1,0,0,0,0,0,2,55,20,0,240,0,-58.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,55,20,0,240,0,-58.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0,0.0,0.0,4.198473282442748,683338,0.0,0,50.0,0.0,0.0,0.0,0.0,0.0,0,11,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,7974,0,0,0,1,0,1,0,0,0,0,0,0,5,20,0,60,0,-35.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,20,0,60,0,-35.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,683465,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Withdrawn,7976,0,0,0,1,0,1,0,0,0,0,0,2,65,20,0,120,0,-73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,65,20,0,120,0,-73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.0,0.0,0.0,59.923664122137396,683548,146.0,10,80.30769230769229,15.675675675675675,0.0,3.694267515923567,0.0,3.0,1,157,580,0,1.0,0.0,0.0,0.0,28.323699421965323,0.0,0.0,9.746794344808963,1.9720265943665387,1,Fail,7978,0,0,0,1,0,1,0,0,0,0,0,2,45,20,0,60,0,-73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,45,20,0,60,0,-73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-9.0,0.5885416666666666,0.0,59.923664122137396,683630,151.0,16,76.69230769230771,31.68888888888889,63.1,9.082802547770699,11.3,6.044444444444442,1,166,1426,113,1.0573248407643312,0.0,0.0,5.202312138728324,49.132947976878604,0.8181818181818182,0.0,37.79329746573239,3.7776589404956975,1,Pass,7981,0,0,0,1,0,1,0,0,0,0,0,1,75,45,0,60,0,-43.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,75,45,0,60,0,-43.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-9.0,0.32857142857142857,0.0,59.923664122137396,683779,157.0,9,73.15384615384616,20.533333333333328,22.6,7.847133757961783,4.6,4.033333333333333,1,166,1232,46,1.0573248407643312,0.0,0.0,3.4682080924855487,47.39884393063584,0.6666666666666666,0.0,14.103781998693352,2.1782177963559066,1,Pass,7986,0,0,0,1,0,1,0,0,0,0,0,1,25,20,0,60,0,-58.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25,20,0,60,0,-58.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-9.0,0.6981132075471698,0.0,59.923664122137396,684072,151.0,18,76.38461538461539,27.236363636363638,26.8,9.541401273885349,14.8,4.927272727272729,1,166,1498,148,1.0573248407643312,0.0,0.0,7.514450867052022,48.554913294797686,1.8571428571428568,0.0,11.789826122551597,3.7210837999787967,1,Pass,7997,0,0,0,1,0,1,0,0,0,0,0,2,15,45,0,60,0,-73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,15,45,0,60,0,-73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.0,0.0,0.0,59.923664122137396,684098,39.0,17,9.23076923076923,26.0,0.0,1.32484076433121,0.0,6.125,1,157,208,0,1.0,0.0,0.5,0.0,16.76300578034682,0.0,0.0,29.83705749567139,5.139135558215436,0,Fail,7998,0,0,0,1,0,1,0,0,0,0,0,1,65,20,0,60,0,-30.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,65,20,0,60,0,-30.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-8.0,0.0,0.0,59.923664122137396,684420,68.0,4,52.61538461538462,2.0,0.0,0.08917197452229299,0.0,1.5714285714285714,1,165,14,0,1.0509554140127388,0.0,0.0,0.0,4.0462427745664735,0.0,0.0,28.605069480775605,1.133893419027682,1,Fail,8005,0,0,0,1,0,1,0,0,0,0,0,2,45,20,0,60,0,-71.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,45,20,0,60,0,-71.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,3.0534351145038165,684502,0.0,0,50.0,0.0,0.0,0.0,0.0,0.0,0,8,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Withdrawn,8008,0,0,0,1,0,1,0,0,0,0,0,3,5,20,0,120,0,-65.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,5,20,0,120,0,-65.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,684607,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Withdrawn,8010,0,0,0,1,0,1,0,0,0,0,0,2,85,20,0,120,0,-64.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,85,20,0,120,0,-64.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-4.0,0.0,0.0,59.923664122137396,684681,101.0,9,9.538461538461537,11.833333333333336,0.0,1.3566878980891723,0.0,3.9444444444444446,1,161,213,0,1.0254777070063694,0.25,0.5,0.0,18.497109826589593,0.0,0.0,30.836936726378426,2.600276506161745,0,Fail,8013,0,0,0,1,0,1,0,0,0,0,0,1,35,20,0,60,0,-45.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,35,20,0,60,0,-45.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-9.0,0.9230769230769232,0.0,59.923664122137396,684931,153.0,14,82.76923076923076,18.375,17.9,4.681528662420382,7.2,3.75,1,166,735,72,1.0573248407643312,0.0,0.0,6.3583815028901745,27.167630057803464,1.8333333333333333,0.0,40.57400645733669,3.0191695241215943,1,Pass,8019,0,0,0,1,0,1,0,0,0,0,0,1,65,20,0,60,1,-52.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,65,20,0,60,1,-52.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-3.0,55.0,0.0,59.923664122137396,684971,150.0,12,38.230769230769226,25.190476190476193,30.8,3.3694267515923566,5.5,5.476190476190476,1,160,529,55,1.0191082802547768,0.0,0.0,3.4682080924855487,31.213872832369947,6.0,0.0,24.185050478894325,2.7498917727621137,0,Fail,8020,0,0,0,1,0,1,0,0,0,0,0,1,15,45,0,60,0,-23.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15,45,0,60,0,-23.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,684982,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Withdrawn,8021,0,0,0,1,0,1,0,0,0,0,0,2,55,20,0,60,0,-67.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,55,20,0,60,0,-67.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,0.1176470588235294,0.0,59.923664122137396,685009,150.0,18,83.84615384615384,35.192307692307686,27.0,5.828025477707008,0.8,5.461538461538462,1,157,915,8,1.0,0.0,0.0,1.7341040462427744,43.352601156069355,1.0,0.0,40.5010287935175,3.679464844031199,1,Pass,8023,0,0,0,1,0,1,0,0,0,0,0,1,65,45,0,60,0,-64.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,65,45,0,60,0,-64.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.0,0.05263157894736842,0.0,59.923664122137396,685079,149.0,14,44.230769230769226,38.13333333333333,36.4,7.286624203821657,0.3,3.8,1,157,1144,3,1.0,0.5,0.0,1.1560693641618496,31.79190751445087,0.6666666666666666,0.0,30.652623596249203,2.578425073968403,0,Fail,8025,0,0,0,1,0,1,0,0,0,0,0,2,35,20,0,60,0,-58.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,35,20,0,60,0,-58.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-9.0,49.0,0.0,59.923664122137396,685257,150.0,12,27.69230769230769,16.428571428571427,16.428571428571427,0.732484076433121,4.9,3.571428571428572,1,166,115,49,1.0573248407643312,0.0,0.25,1.7341040462427744,10.982658959537575,3.0,0.0,41.23105625617661,3.866830866792722,0,Fail,8028,0,0,0,1,0,1,0,0,0,0,0,1,15,20,0,60,0,-25.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,15,20,0,60,0,-25.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-9.0,1.4888888888888892,0.0,59.923664122137396,685267,156.0,12,65.15384615384616,13.16326530612245,24.1,4.108280254777069,6.7,3.1428571428571432,1,166,645,67,1.0573248407643312,0.0,0.0,2.8901734104046244,36.416184971098254,1.25,0.0,32.63306094540729,2.483277404291889,1,Pass,8029,0,0,0,1,0,1,0,0,0,0,0,2,35,20,0,60,0,-56.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,35,20,0,60,0,-56.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
